Response,Explanatory1,Explanatory2,Explanatory3,Explanatory4,Explanatory5,Explanatory6,Explanatory7,Explanatory8,Explanatory9,Explanatory10,Explanatory11,Explanatory12,Explanatory13,Explanatory14,Explanatory15,Explanatory16,Explanatory17
-145.609,-41.336,-198.789,14.348,-137.351,58.694,33.124,30.791,-78.017,-29.491,213.402,-67.358,-158.342,25.5,-68.022,-204.542,93.859,-116.307
-118.854,36.838,-199.98,114.411,-154.671,69.927,27.258,20.138,-87.159,-4.398,194.944,-98.281,-172.381,22.996,-20.863,-248.053,96.965,-125.356
-129.452,-48.503,-198.982,75.717,-126.084,31.712,55.793,43.408,-90.267,-7.578,195.124,-58.837,-169.005,21.986,-34.075,-188.714,95.487,-121.722
-129.881,-57.383,-199.131,63.882,-145.966,63.352,38.688,7.248,-79.686,51.566,190.936,-36.881,-153.067,33.385,-34.569,-161.169,104.604,-128.547
-128.456,-43.078,-200.224,-23.482,-138.903,68.308,42.476,33.791,-77.096,-50.349,183.827,-7.964,-173.097,29.199,23.863,-157.557,94.057,-140.462
-125.797,-16.311,-199.595,74.486,-196.43,68.047,49.974,20.668,-89.959,-11.557,184.784,-103.692,-142.097,27.166,3.22,-227.992,89.132,-129.034
-136.534,-3.832,-200.902,74.069,-164.308,55.078,58.791,40.181,-85.487,-58.096,189.811,-81.028,-171.224,29.104,-85.224,-248.777,101.821,-89.104
-140.795,-74.44,-200.326,-30.326,-161.028,90.649,51.259,1.01,-83.912,-6.032,199.842,-142.305,-181.394,16.518,2.02,-174.142,102.071,-111.363
-133.333,34.521,-199.15,15.254,-127.224,83.668,59.749,29.844,-89.263,-11.013,180.297,-75.931,-174.327,26.593,-13.841,-176.187,94.449,-157.549
-121.007,-77.173,-198.88,67.626,-137.093,79.989,52.427,14.09,-71.593,45.774,206.14,-39.386,-176.89,25.583,-4.745,-203.98,96.313,-101.876
-141.584,-4.36,-198.916,18.939,-152.653,84.048,50.689,-15.704,-84.814,-72.583,179.905,-102.112,-161.526,37.589,-62.083,-202.006,82.573,-145.756
-140.385,12.147,-197.625,105.021,-171.078,89.009,64.259,18.384,-83.492,-27.629,195.735,-109.218,-163.545,31.401,-51.877,-195.395,87.725,-133.102
-149.258,-57.982,-197.709,50.408,-174.516,57.452,31.213,40.889,-85.345,31.839,187.426,-64.261,-166.47,28.77,-76.669,-233.844,90.849,-153.907
-137.357,-59.259,-198.622,40.533,-129.584,87.793,44.613,43.398,-81.392,112.207,197.672,-137.961,-175.176,29.474,-13.482,-199.604,96.826,-171.59
-135.678,-68.715,-198.272,85.83,-159.168,73.249,40.287,5.408,-82.166,-11.472,194.584,-108.49,-173.525,32.544,8.341,-208.49,84.976,-139.292
-128.046,-67.345,-199.055,36.459,-133.254,63.361,42.365,24.184,-89.938,21.683,187.961,-81.977,-157.547,20.167,-99.1,-187.089,97.984,-137.281
-115.079,-42.286,-199.094,87.137,-149.988,84.865,62.179,8.454,-86.522,-9.749,202.282,-208.238,-187.612,25.223,-0.947,-194.837,91.593,-55.441
-140.186,-63.225,-199.546,36.914,-132.159,57.041,40.826,10.638,-92.526,-9.689,187.918,-72.542,-157.157,19.834,-55.599,-203.023,86.458,-146.413
-139.63,-35.12,-199.107,70.639,-174.888,72.114,34.434,7.547,-86.206,14.162,205.137,-93.549,-166.793,25.111,-45.17,-180.325,88.35,-147.623
-136.216,5.584,-199.305,22.927,-166.264,71.12,27.743,12.855,-88.369,9.328,200.46,-77.933,-163.267,39.896,-62.861,-188.054,108.318,-142.745
-125.415,11.372,-199.252,71.104,-159.255,61.904,56.294,2.962,-74.268,-26.09,202.951,-147.426,-152.763,26.352,21.505,-187.037,91.413,-107.979
-115.068,-49.01,-201.018,-28.888,-177.154,71.536,35.261,35.764,-89.517,31.55,197.893,-129.49,-166.924,26.396,19.52,-214.19,98.266,-127.352
-145.633,14.777,-200.867,20.764,-138.247,53.927,34.199,3.739,-83.135,-27.339,212.398,-9.471,-172.256,31.149,-61.624,-171.248,90.12,-116.854
-128.251,12.341,-200.266,31.764,-152.979,95.992,20.118,2.258,-85.707,-51.109,190.385,-108.669,-161.162,13.453,-24.456,-194.412,92.294,-116.733
-112.252,-13.38,-200.453,56.873,-164.805,52.013,37.409,-5.694,-79.864,-60.275,206.732,-88.68,-173.638,31.835,-8.797,-206.65,90.578,-126.415
-115.187,-5.808,-199.326,32.896,-166.376,101.623,45.261,26.065,-76.331,-24.056,194.059,-117.113,-159.693,32.894,23.845,-188.763,93.409,-138.989
-136.96,-10.889,-199.543,23.67,-166.349,82.907,32.363,0.568,-95.066,21.638,198.877,-89.589,-173.124,30.264,-73.992,-177.795,89.038,-112.766
-130.576,-16.741,-200.793,111.877,-171.246,81.374,46.843,2.26,-83.038,50.277,185.136,-37.656,-166.137,24.914,-51.521,-196.446,92.55,-163.083
-124.947,-3.767,-198.219,108.736,-162.135,71.774,50.721,12.821,-78.835,-5.471,207.598,-110.616,-158.057,28.98,8.015,-177.766,90.383,-112.635
-126.67,-41.119,-199.866,39.453,-155.88,91.278,41.631,18.685,-82.692,4.128,183.338,-46.579,-163.063,31.751,-37.466,-173.602,95.742,-74.44
-146.842,-42.036,-198.981,152.443,-147.879,62.674,43.525,36.048,-80.464,49.804,208.652,-130.293,-168.29,17.816,-103.159,-219.061,93.14,-109.176
-131.687,16.662,-200.282,33.497,-162.064,78.294,33.214,27.576,-82.003,-0.302,200.768,-94.214,-168.422,29.148,-2.064,-203.493,93.333,-112.756
-113.126,-1.104,-199.93,71.567,-149.903,78.005,27.813,4.509,-85.738,-34.096,201.393,-16.139,-170.092,27.467,-56.798,-214.696,95.732,-162.199
-130.63,-10.505,-199.15,44.238,-171.847,77.632,46.709,17.793,-85.397,45.558,189.69,-101.638,-164.631,29.022,6.84,-172.123,84.467,-105.311
-129.31,-42.196,-199.74,50.231,-193.021,72.679,46.114,-6.059,-81.638,-0.236,191.162,-131.834,-178.089,37.496,-26.751,-241.91,95.162,-150.048
-144.565,-39.124,-199.181,92.106,-179.164,48.52,50.896,20.842,-82.254,19.499,189.836,-70.84,-155.522,26.721,29.625,-184.302,91.476,-152.353
-119.174,-3.629,-199.419,131.106,-154.347,51.567,27.251,19.897,-81.514,38.677,185.387,-108.619,-153.823,35.469,-83.65,-182.529,89.842,-116.933
-144.301,-41.503,-199.272,104.234,-173.976,58.415,52.966,36.214,-77.051,-58.176,185.112,-69.033,-176.475,31.347,-43.86,-231.077,97.011,-98.918
-140.438,-37.75,-199.834,66.732,-147.297,66.389,41.576,-7.533,-80.897,18.663,176.941,-86.633,-173.803,29.021,-41.385,-221.845,95.771,-161.056
-126.808,-29.77,-200.037,-28.391,-163.342,109.326,58.906,34.542,-79.735,-74.818,189.821,-39.625,-163.25,34.649,-60.961,-123.031,85.593,-105.061
-139.241,-23.915,-200.274,8.294,-171.558,66.68,32.028,22.629,-87.836,-28.367,195.203,-72.77,-163.962,32.767,-42.826,-250.984,85.938,-116.927
-130.07,-98.666,-199.267,128.65,-158.903,83.03,26.724,30.684,-81.71,-4.45,184.11,-117.388,-177.256,32.666,-63.483,-177.864,86.776,-132.037
-130.155,-75.089,-199.409,84.536,-144.701,69.002,36.649,10.655,-85.392,-12.46,193.011,-67.267,-161.326,9.471,-88.862,-162.816,101.899,-136.554
-128.435,-31.832,-198.067,23.129,-162.304,61.179,56.705,21.581,-83.333,0.561,198.242,-55.874,-156.844,35.933,3.324,-193.358,86.628,-185.284
-135.168,14.563,-198.956,56.666,-177.209,57.131,69.435,12.041,-80.555,-10.877,171.784,-72.121,-167.179,30.595,-20.498,-167.427,90.057,-84.291
-144.072,-47.81,-199.881,126.302,-147.105,72.634,37.514,11.101,-84.149,-4.731,186.999,-81.15,-179.707,28.716,-40.396,-211.093,100.215,-141.426
-131.452,-47.02,-198.422,-13.499,-148.669,85.88,64.203,4.449,-88.778,16.968,202.211,-120.707,-150.377,19.009,29.145,-178.079,92.535,-119.112
-91.693,-18.536,-200.548,-7.168,-119.236,79.966,36.403,11.696,-82.182,22.692,204.112,-129.724,-156.775,19.83,-38.712,-181.349,101.052,-109.25
-154.267,6.178,-197.636,120.142,-132.375,86.606,36.255,16.366,-81.205,-23.759,193.046,-55.134,-158.536,24.331,-13.345,-225.723,95.214,-146.965
-133.934,-42.934,-199.35,-5.016,-160.892,46.989,58.954,23.848,-86.285,-26.718,194.194,-49.994,-169.769,32.488,-10.96,-201.438,94.549,-128.565
-123.91,26.83,-198.208,31.963,-172.807,90.695,32.39,11.21,-85.782,16.21,184.753,-55.876,-145.862,41.343,-25.045,-224.691,88.304,-118.627
-122.007,-0.509,-200.46,80.872,-148.859,75.069,32.934,9.948,-87.83,25.51,190.71,-154.726,-142.758,25.025,-11.532,-190.446,79.967,-97.655
-116.483,-36.536,-199.164,-25.526,-170.085,90.539,42.525,35.605,-83.86,-22.768,202.676,-60.403,-172.893,32.218,-46.287,-160.685,93.693,-24.392
-116.215,-22.503,-198.235,101.718,-188.984,72.423,43.793,10.076,-81.384,11.567,201.056,-110.868,-169.867,24.692,-12.082,-225.998,102.894,-157.739
-166.388,23.431,-198.73,68.454,-149.457,72.938,51.414,15.44,-88.499,38.084,187.231,-70.852,-163.959,20.345,-43.552,-158.891,93.097,-126.027
-149.397,23.061,-200.576,44.421,-134.672,73.68,44.149,10.036,-82.033,26.171,214.105,-58.611,-150.782,30.938,-0.94,-126.62,89.6,-156.401
-117.183,-21.041,-198.904,38.589,-140.799,40.283,50.664,14.689,-73.579,-79.208,218.007,-130.786,-164.808,33.537,-85.111,-193.995,85.677,-120.439
-112.611,-23.327,-199.212,79.872,-184.387,63.253,28.506,11.78,-84.939,12.385,192.147,-78.636,-184.671,17.269,-40.994,-236.843,91.477,-105.073
-133.142,-3.315,-199.733,98.992,-152.84,69.119,42.062,21.326,-88.275,-63.977,206.811,-91.684,-171.039,18.182,-55.44,-219.659,99.304,-146.812
-119.614,-38.871,-198.926,85.451,-142.169,62.848,55.548,18.133,-82.917,-7.566,213.587,-119.046,-169.266,39.649,-59.511,-189.801,94.041,-119.242
-118.907,2.61,-200.096,164.917,-173.351,61.046,49.629,38.915,-87.196,3.961,187.388,-73.41,-173.903,17.845,27.387,-178.221,86.99,-62.431
-147.617,-16.193,-199.746,96.0,-167.936,60.229,37.689,26.858,-83.565,-34.497,218.904,-41.69,-180.36,24.061,-67.022,-198.951,92.389,-93.785
-133.401,-9.596,-199.779,76.26,-152.619,78.185,39.869,-1.736,-88.447,16.092,203.991,-83.335,-176.843,26.902,-60.183,-170.687,89.819,-133.931
-132.782,-37.935,-199.978,61.477,-150.607,81.395,45.155,18.279,-76.753,0.937,180.432,-138.401,-165.961,26.111,27.796,-198.87,102.386,-84.868
-116.564,-31.606,-199.655,123.098,-181.992,81.416,42.632,4.567,-82.362,11.556,194.664,-44.168,-158.871,25.326,-77.976,-213.853,95.474,-96.611
-126.371,-30.601,-199.473,66.317,-137.595,77.553,42.599,12.332,-87.283,25.312,185.305,-86.138,-164.827,25.33,39.196,-189.456,91.389,-176.758
-117.124,28.234,-199.992,50.702,-155.399,64.509,55.591,17.674,-88.189,-6.662,220.119,-72.769,-154.844,29.31,-7.956,-228.342,99.19,-164.532
-111.034,-38.023,-198.858,94.854,-124.592,73.724,53.983,-2.162,-82.968,2.574,206.201,-56.224,-170.728,30.433,-101.035,-184.681,99.42,-75.782
-133.285,32.306,-200.173,18.891,-159.858,47.029,32.732,13.866,-74.035,-22.964,185.202,-87.64,-179.612,22.13,-65.803,-211.941,85.797,-156.501
-128.795,-76.354,-198.597,40.726,-151.785,106.147,31.885,35.297,-82.799,1.962,197.767,-118.54,-179.129,17.323,-57.515,-172.443,81.51,-104.198
-112.453,-61.333,-199.011,48.334,-183.623,69.92,39.505,4.912,-84.906,35.457,200.668,-25.25,-171.063,32.393,20.289,-247.522,100.344,-155.638
-116.565,-6.313,-199.573,36.937,-155.248,98.948,36.035,37.856,-83.69,24.058,196.068,-30.907,-162.573,37.382,-56.664,-254.348,88.1,-127.679
-132.39,-55.501,-198.342,46.31,-188.048,62.359,49.506,22.269,-87.588,-25.508,193.442,-67.107,-167.303,30.098,-55.387,-173.668,84.778,-123.201
-131.447,-35.538,-199.119,122.127,-150.384,72.635,29.355,16.074,-81.094,20.66,195.651,-48.066,-166.125,16.469,4.088,-215.757,95.355,-119.788
-126.237,-44.683,-199.353,-9.257,-100.374,81.984,51.664,-3.414,-84.412,40.772,179.85,-76.356,-159.125,25.196,8.812,-191.502,100.323,-139.308
-111.068,-83.964,-198.606,118.725,-116.725,69.509,53.013,20.081,-79.239,-19.169,193.163,-136.321,-160.843,28.96,26.955,-166.524,89.782,-96.594
-133.987,-34.95,-199.558,16.265,-137.822,72.704,38.405,22.604,-84.758,2.169,198.704,-91.724,-150.47,24.608,-34.35,-184.521,93.874,-126.125
-138.121,-6.169,-199.551,70.575,-168.24,66.562,54.3,16.678,-86.197,-18.814,189.844,-79.967,-175.371,16.8,-54.147,-192.651,91.75,-144.897
-115.888,-37.87,-200.83,57.81,-120.497,98.031,54.327,-1.781,-82.836,-17.935,179.13,-18.549,-164.653,30.045,-55.352,-183.258,88.506,-112.44
-129.145,-67.043,-198.894,46.626,-164.315,76.682,28.387,34.85,-92.206,2.809,196.219,-70.949,-150.275,34.817,-86.192,-171.811,83.969,-106.435
-136.027,-71.117,-199.176,45.32,-135.212,71.081,29.374,21.03,-73.908,-40.126,192.881,-121.725,-161.222,35.96,-9.754,-212.734,92.58,-87.945
-136.657,-8.043,-201.27,10.269,-137.248,89.49,20.418,33.191,-85.176,17.293,197.757,-83.976,-155.352,26.396,20.219,-200.785,102.299,-150.748
-135.459,-63.537,-199.456,75.497,-136.664,80.449,45.877,8.625,-80.17,-28.576,190.416,-105.625,-151.661,29.763,-33.095,-199.076,85.644,-137.419
-127.456,-11.802,-200.174,67.342,-147.705,31.048,51.622,-9.052,-84.998,6.823,193.6,-98.556,-153.342,19.051,-51.761,-215.593,94.935,-112.219
-117.821,-42.897,-199.628,129.639,-165.261,80.523,42.762,38.07,-82.544,14.485,196.157,-157.403,-164.532,26.705,-59.397,-182.352,85.216,-146.007
-143.903,-37.044,-199.298,55.653,-152.019,70.793,50.534,20.622,-86.604,-34.873,179.498,-35.398,-148.72,29.762,-23.139,-220.221,96.099,-156.992
-144.706,-61.386,-200.37,44.562,-136.713,76.057,47.606,14.808,-84.371,33.007,195.656,-89.208,-176.534,32.423,-53.987,-230.24,88.754,-146.83
-142.412,-1.734,-199.011,22.713,-121.606,69.362,55.207,1.387,-78.492,55.984,174.518,-121.232,-172.425,25.512,-43.605,-166.184,85.484,-145.551
-108.346,-21.296,-199.779,55.326,-176.371,75.376,34.444,50.466,-77.742,10.204,203.492,-39.423,-160.23,24.658,-29.821,-194.572,93.155,-128.076
-124.284,-57.819,-200.636,168.511,-152.788,72.088,38.013,17.917,-90.133,22.88,200.356,-53.012,-165.088,20.713,-66.501,-166.961,95.715,-87.865
-126.47,21.243,-198.777,14.43,-152.146,74.733,34.388,22.904,-82.644,69.655,199.099,-108.41,-175.862,21.494,-40.332,-226.378,92.083,-95.054
-146.407,-33.192,-199.996,35.016,-149.91,63.426,41.217,26.385,-84.688,70.88,202.778,-69.14,-180.668,12.226,-40.731,-218.735,98.165,-146.497
-141.017,-19.797,-200.805,-27.259,-156.629,68.627,42.739,1.578,-83.718,-61.685,195.131,-92.628,-172.243,25.332,-74.518,-207.813,88.792,-74.635
-148.853,-28.659,-199.777,-34.182,-157.245,53.55,49.705,27.856,-89.724,25.539,193.295,-139.487,-174.104,19.246,-38.716,-134.026,97.195,-127.669
-125.07,-15.031,-199.49,104.379,-144.098,90.34,33.147,4.844,-86.678,-33.855,216.755,-120.894,-185.247,25.671,-90.549,-228.717,97.036,-137.519
-138.04,6.025,-198.946,3.822,-168.936,66.971,27.953,3.505,-80.841,-17.723,193.772,-74.947,-175.206,28.093,40.256,-198.725,91.201,-181.67
-137.663,-45.553,-200.155,7.785,-150.426,77.02,40.89,-4.69,-87.061,-50.542,169.326,-103.869,-169.378,30.174,-25.311,-202.818,88.269,-107.027
-125.882,-24.101,-199.974,82.58,-146.241,79.335,48.181,34.562,-95.023,18.89,210.751,-51.406,-150.326,23.651,-1.731,-213.354,85.053,-130.376
-120.707,-25.865,-198.486,82.992,-170.079,81.231,57.459,23.681,-91.466,-41.061,204.855,-118.845,-144.758,14.998,-80.504,-217.058,96.014,-102.826
-155.586,-33.604,-198.463,66.047,-152.554,71.305,39.507,16.699,-88.032,27.419,190.321,-117.231,-168.524,20.283,13.109,-203.818,90.691,-65.884
-125.219,-12.615,-199.031,54.307,-154.394,75.997,58.898,21.905,-82.896,-1.639,196.862,-74.64,-154.599,35.534,6.475,-204.183,90.61,-136.796
-159.633,-55.501,-199.67,34.175,-160.319,75.751,52.102,23.47,-89.035,11.439,183.623,-139.908,-170.982,27.142,30.383,-195.845,99.479,-82.23
-134.01,-31.185,-200.935,45.827,-128.357,61.762,52.785,10.016,-88.44,30.023,190.555,-94.28,-171.788,23.336,-8.656,-202.033,96.302,-60.227
-137.139,-10.052,-198.093,83.932,-122.921,44.986,37.801,19.889,-82.468,28.522,179.838,-114.105,-159.742,28.04,-49.922,-214.705,92.578,-129.11
-134.139,-35.145,-198.929,-49.601,-160.576,62.592,53.823,11.339,-95.038,64.374,187.964,-69.569,-171.484,20.347,35.112,-165.439,84.939,-174.745
-122.267,-53.429,-200.291,110.385,-145.333,65.397,50.375,40.172,-81.655,16.859,203.261,-147.538,-159.214,26.321,-19.833,-198.611,88.843,-115.348
-134.763,-31.783,-199.005,22.417,-160.183,77.906,58.496,33.706,-81.116,-49.002,197.223,-85.792,-164.183,15.15,-8.339,-214.935,97.725,-167.922
-132.694,-41.293,-199.85,151.9,-162.549,86.434,30.197,-6.391,-76.899,-34.108,205.079,-98.816,-181.366,23.191,-64.718,-208.95,90.936,-92.297
-136.37,-65.316,-198.974,56.064,-145.886,73.571,44.622,6.63,-83.356,14.452,198.675,-175.288,-181.687,21.777,58.429,-147.974,93.289,-137.633
-122.935,-24.474,-199.311,10.229,-130.673,49.561,58.161,12.374,-90.726,-39.627,191.734,-115.044,-173.706,28.369,-37.3,-201.623,97.683,-121.65
-133.88,-17.745,-199.058,23.16,-140.955,81.211,28.975,25.355,-83.905,6.925,206.316,-60.971,-170.715,17.086,-48.217,-191.137,82.688,-110.277
-132.516,-6.803,-198.596,88.789,-166.403,64.549,40.751,23.895,-80.076,-35.295,181.495,-82.936,-158.04,25.47,-32.403,-155.5,90.286,-117.024
-134.938,-12.043,-199.028,22.476,-162.87,71.313,45.695,15.838,-79.789,11.563,196.925,-54.925,-167.485,37.502,-17.793,-241.103,82.974,-159.876
-142.143,-29.569,-199.399,34.355,-172.072,75.474,41.875,0.389,-90.298,-34.048,183.405,-96.735,-169.396,12.857,-40.346,-118.998,86.33,-122.963
-132.784,-15.92,-199.758,45.587,-130.006,64.48,35.877,-8.18,-77.848,43.161,219.397,-26.205,-158.123,31.102,-31.295,-176.54,99.336,-119.992
-116.683,-20.527,-199.191,57.327,-166.017,94.715,49.801,25.258,-82.946,14.872,195.705,-116.767,-165.403,22.183,-88.714,-212.483,99.558,-111.055
-135.007,10.187,-198.524,78.546,-176.192,70.427,40.618,22.481,-87.649,-24.256,185.675,-18.611,-171.989,27.282,10.625,-185.725,93.076,-158.518
-128.311,-64.687,-198.577,37.956,-155.988,65.22,52.124,-6.169,-79.101,8.313,186.786,-77.286,-163.957,13.886,9.609,-217.877,100.63,-75.866
-140.46,-43.804,-198.248,25.335,-132.352,84.413,40.148,30.778,-89.145,-16.336,212.827,-89.912,-174.056,18.776,-28.773,-234.98,85.573,-134.391
-127.057,-34.393,-200.016,140.675,-142.358,62.203,30.859,26.598,-85.939,-11.866,199.019,-125.128,-144.732,15.746,-74.802,-163.041,91.256,-139.383
-128.661,-41.294,-198.615,63.312,-137.087,56.574,37.842,5.918,-83.41,-33.101,209.338,-71.351,-160.987,31.436,-0.131,-203.194,93.411,-125.983
-156.076,-78.743,-199.062,3.03,-158.717,76.892,27.502,19.202,-81.063,-9.351,189.838,-77.157,-172.022,34.304,-78.404,-207.121,90.443,-127.0
-134.879,31.676,-199.911,138.689,-182.8,75.273,48.381,14.074,-81.074,-25.349,191.994,-167.441,-173.693,38.703,-43.486,-159.79,106.232,-164.656
-139.436,8.388,-197.907,31.369,-169.734,80.931,45.782,30.506,-87.191,21.54,194.359,-90.932,-154.878,27.597,-39.822,-214.298,82.143,-97.15
-115.752,7.691,-199.734,85.255,-187.874,84.768,50.799,-5.466,-95.916,55.146,207.341,-130.21,-170.269,31.894,61.272,-134.478,90.949,-47.489
-131.045,-2.513,-201.148,26.196,-133.546,118.307,47.71,25.755,-88.992,-37.251,201.489,-66.68,-159.866,31.016,-77.933,-158.081,91.357,-120.019
-145.056,-13.969,-200.518,49.651,-183.954,44.582,47.467,-2.193,-85.574,40.564,189.273,-71.92,-156.592,29.797,-10.649,-140.209,98.127,-100.209
-119.292,-26.074,-198.382,81.056,-143.744,103.919,34.983,40.662,-91.267,-17.306,198.512,-140.243,-180.848,37.575,-89.351,-200.251,103.362,-141.257
-149.048,-40.813,-200.323,41.563,-176.283,67.03,27.229,21.081,-80.271,-74.788,192.335,-119.234,-182.806,28.434,-49.053,-205.817,88.72,-65.938
-148.031,-17.462,-200.145,100.558,-162.858,93.992,55.906,20.568,-78.928,9.055,172.52,-92.094,-184.299,26.862,-42.0,-188.553,93.091,-121.02
-115.515,-58.238,-197.661,-27.422,-156.804,75.48,33.231,3.072,-87.799,5.754,179.915,-47.232,-170.583,21.682,-17.476,-199.535,85.219,-83.45
-130.667,-63.049,-199.296,42.506,-124.618,88.012,35.806,-0.057,-80.949,-10.227,169.375,-49.605,-175.441,23.456,-15.988,-209.631,99.01,-94.58
-144.039,-19.712,-199.738,97.237,-149.838,57.823,37.981,30.403,-81.34,11.681,199.075,-123.048,-154.318,27.02,-20.217,-157.513,89.42,-151.402
-148.495,34.762,-198.322,108.437,-162.761,69.355,36.636,8.817,-82.638,24.589,207.845,-115.546,-161.614,26.73,-44.184,-178.228,95.667,-87.004
-143.535,-42.47,-198.431,91.403,-170.028,77.126,46.449,37.949,-78.294,25.194,204.114,-120.673,-175.302,27.568,-87.527,-204.158,84.531,-120.008
-116.135,-29.949,-199.339,83.032,-138.625,94.467,49.814,10.522,-79.104,29.28,181.885,-67.006,-164.978,36.875,19.715,-236.164,98.5,-158.525
-122.759,-29.79,-199.161,78.75,-186.08,73.759,47.877,16.707,-82.077,35.496,188.669,-120.171,-161.072,24.04,-22.42,-181.024,87.417,-100.069
-139.671,5.405,-199.857,90.825,-199.368,77.806,43.062,37.73,-75.667,-5.162,197.785,-59.76,-159.095,26.039,0.112,-196.59,102.461,-130.016
-122.841,-38.956,-199.267,42.861,-166.466,80.052,59.728,11.957,-82.646,10.839,196.393,-37.385,-178.621,26.44,-65.938,-226.038,95.998,-103.868
-147.119,-59.166,-198.208,105.572,-195.108,81.967,52.872,23.472,-81.774,-4.465,196.565,-107.755,-166.408,28.257,-19.967,-190.233,96.898,-136.548
-137.267,-53.487,-197.776,108.92,-116.163,94.223,25.293,28.537,-84.882,39.904,200.219,-43.194,-167.882,21.349,-47.071,-202.54,84.296,-74.494
-123.98,-26.954,-200.48,19.634,-154.41,80.914,58.721,16.295,-88.639,-20.769,191.476,-35.646,-154.825,36.086,-46.298,-130.979,94.299,-161.667
-138.326,-27.588,-198.794,108.059,-141.549,91.317,56.203,21.553,-71.387,-54.197,222.751,-92.446,-176.587,25.193,-63.113,-228.637,85.522,-114.337
-119.241,-31.586,-198.32,41.194,-135.659,97.412,39.735,2.109,-86.023,22.211,202.009,-100.961,-154.516,27.521,-95.14,-183.647,91.603,-137.07
-147.776,34.981,-199.205,47.862,-135.907,72.93,62.318,43.396,-88.803,-67.0,200.367,-60.514,-152.03,35.213,-23.996,-108.728,97.064,-100.919
-120.789,-73.878,-198.463,30.623,-158.876,91.032,49.142,30.698,-87.345,24.257,189.778,-7.402,-148.223,36.196,-36.163,-203.0,82.125,-61.418
-159.2,-72.993,-200.502,35.719,-176.062,63.945,33.294,9.554,-89.823,57.318,207.023,-43.234,-166.434,15.867,-16.105,-172.98,96.339,-106.851
-124.921,-21.496,-199.672,36.685,-174.255,65.245,24.466,8.265,-86.52,-44.873,205.024,-44.433,-164.387,37.922,7.552,-192.848,98.877,-126.294
-140.06,-38.224,-198.185,-9.142,-166.385,65.174,27.089,-9.452,-92.486,-39.263,216.975,-21.691,-165.074,32.378,-62.953,-207.974,89.38,-132.795
-136.377,-40.482,-199.726,61.654,-160.004,65.993,53.26,10.416,-83.018,-54.432,196.12,-121.528,-156.773,28.226,-65.201,-216.584,89.128,-141.684
-144.137,16.842,-200.49,57.869,-140.564,84.702,56.181,5.653,-87.947,25.268,214.223,-85.637,-159.184,25.384,-18.41,-252.2,83.071,-89.06
-126.813,-58.105,-199.043,83.382,-182.949,75.581,61.245,7.555,-82.096,40.463,183.98,-83.217,-160.433,12.109,16.569,-266.088,102.144,-141.862
-131.751,-11.759,-199.621,54.349,-128.675,67.753,46.763,30.668,-80.5,2.668,193.125,-121.759,-175.359,22.952,-48.574,-208.777,93.111,-78.121
-135.021,-21.093,-199.249,115.08,-180.031,89.575,41.074,13.625,-87.686,14.663,178.677,-104.423,-156.237,24.347,11.619,-197.085,92.625,-102.468
-156.182,-44.722,-199.251,56.448,-155.05,85.49,46.847,29.11,-90.624,-51.986,195.258,-30.628,-166.969,28.802,18.282,-226.602,92.591,-134.809
-115.602,-6.095,-199.652,98.517,-160.31,72.359,44.314,19.329,-81.094,26.671,199.261,-135.826,-172.097,22.411,-18.395,-236.595,80.705,-66.928
-127.241,-5.278,-199.257,85.873,-139.877,62.708,54.039,22.8,-82.011,10.455,196.115,-106.234,-172.845,46.032,-30.402,-165.647,93.034,-118.455
-122.327,-39.872,-199.394,56.63,-168.936,45.476,43.318,31.744,-88.088,3.38,212.626,-79.72,-184.42,20.849,-102.993,-200.925,94.721,-62.38
-143.776,-40.502,-201.277,49.048,-160.606,52.329,48.377,27.051,-85.981,23.74,204.293,24.379,-159.62,18.632,-25.009,-202.132,92.766,-111.979
-113.864,-52.76,-200.941,31.633,-168.182,46.91,51.859,17.691,-75.064,-11.901,170.449,-93.053,-175.25,30.136,-24.091,-201.347,92.076,-129.516
-144.766,8.446,-197.507,102.98,-205.617,39.665,35.867,13.54,-87.652,27.323,192.401,-156.725,-164.377,27.33,-12.586,-227.633,94.272,-135.945
-127.821,-47.711,-200.467,74.65,-161.576,96.25,59.359,4.788,-94.193,-42.791,198.829,-101.502,-175.885,30.341,-8.241,-159.979,79.641,-147.091
-118.88,-0.097,-197.715,-2.732,-152.594,82.065,42.336,14.245,-78.175,-43.712,186.069,-170.127,-184.78,23.855,-31.774,-147.801,102.804,-78.43
-144.812,12.542,-200.685,7.235,-101.764,80.896,51.511,24.732,-80.514,-22.299,190.075,-141.093,-157.031,30.286,18.116,-186.943,90.31,-127.794
-119.626,-5.877,-199.151,109.521,-169.738,73.53,45.189,18.61,-83.947,-33.646,198.381,-181.295,-182.048,16.877,-88.8,-206.158,87.369,-116.794
-121.22,-46.661,-199.676,80.762,-178.012,66.582,29.653,41.349,-88.441,-16.692,190.377,-26.268,-171.9,27.669,-19.859,-210.801,86.51,-112.742
-110.432,11.241,-199.92,98.026,-153.674,81.034,38.374,40.107,-80.306,5.503,193.925,-63.843,-159.931,16.82,-41.503,-172.855,94.352,-131.145
-124.882,2.392,-199.299,71.773,-140.919,85.547,47.325,-13.096,-84.504,2.741,179.925,-115.621,-167.641,17.339,7.923,-181.261,91.923,-132.597
